Season;Week;Date;League;Players per Team;Location;Round Number;Match Number;Team;Position;Player;Player ID;Opponent;Score;Points;Input Data;Computed Data
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;2;BC Comet Nürnberg;1;Schlick Christian;7724;Bajuwaren München 1;227;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;2;BC Comet Nürnberg;1;Schlick Christian;7724;BC EMAX Unterföhring 2;157;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;2;BC Comet Nürnberg;1;Schlick Christian;7724;Donaubowler Regensburg 1;175;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;2;BC Comet Nürnberg;1;Schlick Christian;7724;Bowlinghaus Bamberg 1;174;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;2;BC Comet Nürnberg;1;Schlick Christian;7724;SG Rottendorf 1;192;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;2;BC Comet Nürnberg;1;Schlick Christian;7724;BK München 3;191;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;2;BC Comet Nürnberg;1;Schlick Christian;7724;Schanzer Ingolstadt 1;215;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;3;BC Comet Nürnberg;2;Schlundt Michael;7725;SG DJK Rimpar 1;167;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;3;BC Comet Nürnberg;2;Schlundt Michael;7725;Werdenfels 1;172;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;3;BC Comet Nürnberg;2;Schlundt Michael;7725;Bajuwaren München 1;184;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;3;BC Comet Nürnberg;2;Schlundt Michael;7725;BC EMAX Unterföhring 2;186;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;3;BC Comet Nürnberg;2;Schlundt Michael;7725;Donaubowler Regensburg 1;191;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;3;BC Comet Nürnberg;2;Schlundt Michael;7725;Bowlinghaus Bamberg 1;147;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;3;BC Comet Nürnberg;2;Schlundt Michael;7725;SG Rottendorf 1;200;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;3;BC Comet Nürnberg;2;Schlundt Michael;7725;BK München 3;178;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;3;BC Comet Nürnberg;2;Schlundt Michael;7725;Schanzer Ingolstadt 1;179;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;4;BC Comet Nürnberg;3;Schwarz Jan;7734;SG DJK Rimpar 1;212;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;4;BC Comet Nürnberg;3;Schwarz Jan;7734;Werdenfels 1;220;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;4;BC Comet Nürnberg;3;Schwarz Jan;7734;Donaubowler Regensburg 1;168;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;4;BC Comet Nürnberg;3;Schwarz Jan;7734;Bowlinghaus Bamberg 1;135;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;4;BC Comet Nürnberg;3;Mittelmaier Andreas;16896;Bajuwaren München 1;184;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;4;BC Comet Nürnberg;3;Mittelmaier Andreas;16896;BC EMAX Unterföhring 2;166;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;4;BC Comet Nürnberg;3;Mittelmaier Andreas;16896;SG Rottendorf 1;164;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;4;BC Comet Nürnberg;3;Mittelmaier Andreas;16896;BK München 3;189;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;4;BC Comet Nürnberg;3;Mittelmaier Andreas;16896;Schanzer Ingolstadt 1;243;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;0;BC Comet Nürnberg;0;Team Total;0;SG DJK Rimpar 1;784;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;0;BC Comet Nürnberg;0;Team Total;0;Werdenfels 1;732;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;0;BC Comet Nürnberg;0;Team Total;0;Bajuwaren München 1;801;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;0;BC Comet Nürnberg;0;Team Total;0;BC EMAX Unterföhring 2;751;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;0;BC Comet Nürnberg;0;Team Total;0;Donaubowler Regensburg 1;742;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;0;BC Comet Nürnberg;0;Team Total;0;Bowlinghaus Bamberg 1;632;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;0;BC Comet Nürnberg;0;Team Total;0;SG Rottendorf 1;716;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;0;BC Comet Nürnberg;0;Team Total;0;BK München 3;743;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;0;BC Comet Nürnberg;0;Team Total;0;Schanzer Ingolstadt 1;779;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;1;BK München 3;0;Börding Peter;7593;Bajuwaren München 1;145;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;1;BK München 3;0;Börding Peter;7593;SG DJK Rimpar 1;201;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;1;BK München 3;0;Börding Peter;7593;BC EMAX Unterföhring 2;158;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;1;BK München 3;0;Baszler Patrik;7886;SG Rottendorf 1;158;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;1;BK München 3;0;Baszler Patrik;7886;Schanzer Ingolstadt 1;170;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;1;BK München 3;0;Baszler Patrik;7886;Bowlinghaus Bamberg 1;181;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;1;BK München 3;0;Hinterwimmer Sebastian;7885;Donaubowler Regensburg 1;236;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;1;BK München 3;0;Hinterwimmer Sebastian;7885;BC Comet Nürnberg;179;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;1;BK München 3;0;Hinterwimmer Sebastian;7885;Werdenfels 1;211;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;2;BK München 3;1;Baszler Patrik;7886;Bajuwaren München 1;208;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;2;BK München 3;1;Hellmessen Maximilian;16912;SG Rottendorf 1;192;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;2;BK München 3;1;Hellmessen Maximilian;16912;Schanzer Ingolstadt 1;228;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;2;BK München 3;1;Hellmessen Maximilian;16912;Bowlinghaus Bamberg 1;228;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;2;BK München 3;1;Hellmessen Maximilian;16912;SG DJK Rimpar 1;225;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;2;BK München 3;1;Hellmessen Maximilian;16912;BC EMAX Unterföhring 2;162;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;2;BK München 3;1;Hellmessen Maximilian;16912;Donaubowler Regensburg 1;176;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;2;BK München 3;1;Hellmessen Maximilian;16912;BC Comet Nürnberg;187;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;2;BK München 3;1;Hellmessen Maximilian;16912;Werdenfels 1;226;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;3;BK München 3;2;Laub Harald;7597;Bajuwaren München 1;174;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;3;BK München 3;2;Laub Harald;7597;SG Rottendorf 1;171;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;3;BK München 3;2;Laub Harald;7597;Schanzer Ingolstadt 1;151;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;3;BK München 3;2;Börding Peter;7593;Bowlinghaus Bamberg 1;228;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;3;BK München 3;2;Hinterwimmer Georg;7867;SG DJK Rimpar 1;173;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;3;BK München 3;2;Hinterwimmer Georg;7867;BC EMAX Unterföhring 2;170;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;3;BK München 3;2;Hinterwimmer Georg;7867;Donaubowler Regensburg 1;194;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;3;BK München 3;2;Hinterwimmer Georg;7867;BC Comet Nürnberg;194;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;3;BK München 3;2;Hinterwimmer Georg;7867;Werdenfels 1;199;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;4;BK München 3;3;Hinterwimmer Sebastian;7885;Bajuwaren München 1;177;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;4;BK München 3;3;Hinterwimmer Sebastian;7885;SG Rottendorf 1;190;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;4;BK München 3;3;Hinterwimmer Sebastian;7885;Schanzer Ingolstadt 1;228;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;4;BK München 3;3;Hinterwimmer Sebastian;7885;Bowlinghaus Bamberg 1;180;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;4;BK München 3;3;Baszler Patrik;7886;SG DJK Rimpar 1;198;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;4;BK München 3;3;Baszler Patrik;7886;BC EMAX Unterföhring 2;189;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;4;BK München 3;3;Baszler Patrik;7886;Donaubowler Regensburg 1;170;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;4;BK München 3;3;Baszler Patrik;7886;BC Comet Nürnberg;185;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;4;BK München 3;3;Baszler Patrik;7886;Werdenfels 1;187;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;0;BK München 3;0;Team Total;0;Bajuwaren München 1;704;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;0;BK München 3;0;Team Total;0;SG Rottendorf 1;711;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;0;BK München 3;0;Team Total;0;Schanzer Ingolstadt 1;777;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;0;BK München 3;0;Team Total;0;Bowlinghaus Bamberg 1;817;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;0;BK München 3;0;Team Total;0;SG DJK Rimpar 1;797;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;0;BK München 3;0;Team Total;0;BC EMAX Unterföhring 2;679;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;0;BK München 3;0;Team Total;0;Donaubowler Regensburg 1;776;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;0;BK München 3;0;Team Total;0;BC Comet Nürnberg;745;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;0;BK München 3;0;Team Total;0;Werdenfels 1;823;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;1;SG DJK Rimpar 1;0;Plaschka Nico;38039;BC Comet Nürnberg;167;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;1;SG DJK Rimpar 1;0;Plaschka Nico;38039;Donaubowler Regensburg 1;190;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;1;SG DJK Rimpar 1;0;Plaschka Nico;38039;BC EMAX Unterföhring 2;156;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;1;SG DJK Rimpar 1;0;Plaschka Nico;38039;Werdenfels 1;160;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;1;SG DJK Rimpar 1;0;Gräfe Sebastian;38687;BK München 3;174;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;1;SG DJK Rimpar 1;0;Gräfe Sebastian;38687;Bajuwaren München 1;180;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;1;SG DJK Rimpar 1;0;Gräfe Sebastian;38687;Schanzer Ingolstadt 1;176;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;1;SG DJK Rimpar 1;0;Gräfe Sebastian;38687;SG Rottendorf 1;133;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;1;SG DJK Rimpar 1;0;Gräfe Sebastian;38687;Bowlinghaus Bamberg 1;155;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;2;SG DJK Rimpar 1;1;Gräfe Sebastian;38687;BC Comet Nürnberg;154;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;2;SG DJK Rimpar 1;1;Gräfe Sebastian;38687;Donaubowler Regensburg 1;155;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;2;SG DJK Rimpar 1;1;Gräfe Sebastian;38687;BC EMAX Unterföhring 2;170;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;2;SG DJK Rimpar 1;1;Gräfe Sebastian;38687;Werdenfels 1;201;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;2;SG DJK Rimpar 1;1;Kreß Michael;10622;BK München 3;196;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;2;SG DJK Rimpar 1;1;Plaschka Nico;38039;Bajuwaren München 1;164;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;2;SG DJK Rimpar 1;1;Plaschka Nico;38039;Schanzer Ingolstadt 1;132;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;2;SG DJK Rimpar 1;1;Plaschka Nico;38039;SG Rottendorf 1;135;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;2;SG DJK Rimpar 1;1;Plaschka Nico;38039;Bowlinghaus Bamberg 1;153;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;3;SG DJK Rimpar 1;2;Kreß Michael;10622;BC Comet Nürnberg;223;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;3;SG DJK Rimpar 1;2;Kreß Michael;10622;Donaubowler Regensburg 1;199;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;3;SG DJK Rimpar 1;2;Kreß Michael;10622;BC EMAX Unterföhring 2;181;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;3;SG DJK Rimpar 1;2;Kreß Michael;10622;Werdenfels 1;191;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;3;SG DJK Rimpar 1;2;Kreß Michael;10622;Bajuwaren München 1;196;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;3;SG DJK Rimpar 1;2;Kreß Michael;10622;Schanzer Ingolstadt 1;173;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;3;SG DJK Rimpar 1;2;Kreß Michael;10622;SG Rottendorf 1;212;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;3;SG DJK Rimpar 1;2;Kreß Michael;10622;Bowlinghaus Bamberg 1;177;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;3;SG DJK Rimpar 1;2;Plaschka Nico;38039;BK München 3;155;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;4;SG DJK Rimpar 1;3;Werder Jan-Uwe;16301;BC Comet Nürnberg;181;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;4;SG DJK Rimpar 1;3;Werder Jan-Uwe;16301;Donaubowler Regensburg 1;158;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;4;SG DJK Rimpar 1;3;Werder Jan-Uwe;16301;BC EMAX Unterföhring 2;156;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;4;SG DJK Rimpar 1;3;Werder Jan-Uwe;16301;Werdenfels 1;191;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;4;SG DJK Rimpar 1;3;Werder Jan-Uwe;16301;BK München 3;182;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;4;SG DJK Rimpar 1;3;Werder Jan-Uwe;16301;Bajuwaren München 1;212;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;4;SG DJK Rimpar 1;3;Werder Jan-Uwe;16301;Schanzer Ingolstadt 1;184;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;4;SG DJK Rimpar 1;3;Werder Jan-Uwe;16301;SG Rottendorf 1;193;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;4;SG DJK Rimpar 1;3;Werder Jan-Uwe;16301;Bowlinghaus Bamberg 1;136;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;0;SG DJK Rimpar 1;0;Team Total;0;BC Comet Nürnberg;725;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;0;SG DJK Rimpar 1;0;Team Total;0;Donaubowler Regensburg 1;702;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;0;SG DJK Rimpar 1;0;Team Total;0;BC EMAX Unterföhring 2;663;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;0;SG DJK Rimpar 1;0;Team Total;0;Werdenfels 1;743;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;0;SG DJK Rimpar 1;0;Team Total;0;BK München 3;707;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;0;SG DJK Rimpar 1;0;Team Total;0;Bajuwaren München 1;752;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;0;SG DJK Rimpar 1;0;Team Total;0;Schanzer Ingolstadt 1;665;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;0;SG DJK Rimpar 1;0;Team Total;0;SG Rottendorf 1;673;0.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;0;SG DJK Rimpar 1;0;Team Total;0;Bowlinghaus Bamberg 1;621;3.0;False;True
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;1;SG Rottendorf 1;0;Büttner Christian;16862;Bowlinghaus Bamberg 1;184;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;1;SG Rottendorf 1;0;Büttner Christian;16862;BK München 3;179;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;1;SG Rottendorf 1;0;Büttner Christian;16862;Werdenfels 1;166;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;1;SG Rottendorf 1;0;Büttner Christian;16862;Donaubowler Regensburg 1;204;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;1;SG Rottendorf 1;0;Büttner Christian;16862;Bajuwaren München 1;199;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;1;SG Rottendorf 1;0;Büttner Christian;16862;Schanzer Ingolstadt 1;169;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;1;SG Rottendorf 1;0;Büttner Christian;16862;BC Comet Nürnberg;174;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;1;SG Rottendorf 1;0;Büttner Christian;16862;SG DJK Rimpar 1;198;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;1;SG Rottendorf 1;0;Büttner Christian;16862;BC EMAX Unterföhring 2;211;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;2;SG Rottendorf 1;1;Reichardt Stefan;16945;Bowlinghaus Bamberg 1;148;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;2;SG Rottendorf 1;1;Reichardt Stefan;16945;BK München 3;171;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;2;SG Rottendorf 1;1;Reichardt Stefan;16945;Werdenfels 1;173;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;2;SG Rottendorf 1;1;Reichardt Stefan;16945;Donaubowler Regensburg 1;133;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;2;SG Rottendorf 1;1;Reichardt Stefan;16945;Bajuwaren München 1;171;0.5;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;2;SG Rottendorf 1;1;Reichardt Stefan;16945;Schanzer Ingolstadt 1;191;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;2;SG Rottendorf 1;1;Reichardt Stefan;16945;BC Comet Nürnberg;153;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;2;SG Rottendorf 1;1;Reichardt Stefan;16945;SG DJK Rimpar 1;179;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;2;SG Rottendorf 1;1;Reichardt Stefan;16945;BC EMAX Unterföhring 2;236;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;3;SG Rottendorf 1;2;Scholz Alexander;16352;Bowlinghaus Bamberg 1;158;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;3;SG Rottendorf 1;2;Scholz Alexander;16352;BK München 3;145;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;3;SG Rottendorf 1;2;Scholz Alexander;16352;Werdenfels 1;215;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;3;SG Rottendorf 1;2;Scholz Alexander;16352;Donaubowler Regensburg 1;155;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;3;SG Rottendorf 1;2;Scholz Alexander;16352;Bajuwaren München 1;169;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;3;SG Rottendorf 1;2;Scholz Alexander;16352;Schanzer Ingolstadt 1;155;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;3;SG Rottendorf 1;2;Scholz Alexander;16352;BC Comet Nürnberg;154;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;3;SG Rottendorf 1;2;Scholz Alexander;16352;SG DJK Rimpar 1;155;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;3;SG Rottendorf 1;2;Scholz Alexander;16352;BC EMAX Unterföhring 2;191;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;1;4;SG Rottendorf 1;3;Stemmler Patrick;16495;Bowlinghaus Bamberg 1;194;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;2;4;SG Rottendorf 1;3;Stemmler Patrick;16495;BK München 3;183;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;3;4;SG Rottendorf 1;3;Stemmler Patrick;16495;Werdenfels 1;180;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;4;4;SG Rottendorf 1;3;Stemmler Patrick;16495;Donaubowler Regensburg 1;186;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;5;4;SG Rottendorf 1;3;Stemmler Patrick;16495;Bajuwaren München 1;173;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;6;4;SG Rottendorf 1;3;Stemmler Patrick;16495;Schanzer Ingolstadt 1;174;1.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;7;4;SG Rottendorf 1;3;Stemmler Patrick;16495;BC Comet Nürnberg;142;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;8;4;SG Rottendorf 1;3;Stemmler Patrick;16495;SG DJK Rimpar 1;180;0.0;True;False
25/26;1;2025-10-04;BayL;4;Superbowl Regensburg;9;4;SG Rottendorf 1;3;Stemmler Patrick;16495;BC EMAX Unterföhring 2;161;0.0;True;False
